file,class,type,dit_x,fanin_x,fanout_x,lcc_x,lcom*_x,loc_x,noc_x,rfc_x,innerClassesQty_x,totalFieldsQty_x,totalMethodsQty_x,wmc_x,NprotM_x,BOvR_x,ATFD_x,ATLD_x,LAA_x,BUR_x,FDP_x,line_x,dit_y,fanin_y,fanout_y,lcc_y,lcom*_y,loc_y,noc_y,rfc_y,innerClassesQty_y,totalFieldsQty_y,totalMethodsQty_y,wmc_y,NprotM_y,BOvR_y,ATFD_y,ATLD_y,LAA_y,BUR_y,FDP_y,line_y,RefusedBequest
C:\Users\syuuj\gitProject\mapstruct\processor\src\main\java\org\mapstruct\ap\internal\model\DefaultMapperReference.java,org.mapstruct.ap.internal.model.DefaultMapperReference,class,5,1,4,0.33333334,0.25,23,0,5,0,2,4,5,2.0,0.33333334,3.0,4.0,0.5714286,0.0,3.0,22,5.0,1.0,4.0,0.33333334,0.25,23.0,0.0,5.0,0.0,2.0,4.0,5.0,2.0,0.33333334,3.0,4.0,0.5714286,0.0,3.0,22.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\main\java\org\mapstruct\ap\internal\conversion\DateToSqlTimestampConversion.java,org.mapstruct.ap.internal.conversion.DateToSqlTimestampConversion,class,2,1,5,0.0,0.0,11,0,4,0,0,3,3,6.0,1.0,3.0,0.0,0.0,0.0,3.0,22,2.0,1.0,5.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,3.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,22.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\references\samename\SeveralReferencedMappersWithSameSimpleNameTest.java,org.mapstruct.ap.test.references.samename.SeveralReferencedMappersWithSameSimpleNameTest,class,1,0,12,0.0,0.0,20,0,9,0,0,2,2,0.0,-1.0,8.0,0.0,0.0,-1.0,2.0,36,1.0,0.0,12.0,0.0,0.0,20.0,0.0,9.0,0.0,0.0,2.0,2.0,0.0,-1.0,8.0,0.0,0.0,-1.0,2.0,36.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\resources\fixtures\org\mapstruct\ap\test\value\exception\CustomUnexpectedValueMappingExceptionDefinedInMapperImpl.java,org.mapstruct.ap.test.value.exception.CustomUnexpectedValueMappingExceptionDefinedInMapperImpl,class,1,0,5,0.0,0.0,79,0,0,0,0,4,19,0.0,-1.0,24.0,0.0,0.0,-1.0,2.0,18,1.0,0.0,5.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,-1.0,24.0,0.0,0.0,-1.0,2.0,18.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\nullvaluepropertymapping\Address.java,org.mapstruct.ap.test.nullvaluepropertymapping.Address,class,1,13,0,1.0,0.0,9,0,0,0,1,2,2,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,8,1.0,13.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,8.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_1790\Target.java,org.mapstruct.ap.test.bugs._1790.Target,class,1,2,0,1.0,0.0,9,0,0,0,1,2,2,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,11,1.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,11.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\conversion\jodatime\JodaConversionTest.java,org.mapstruct.ap.test.conversion.jodatime.JodaConversionTest,class,1,0,19,0.008333334,0.875,151,0,42,0,1,16,16,0.0,-1.0,77.0,2.0,0.025316456,-1.0,10.0,38,1.0,0.0,19.0,0.008333334,0.875,151.0,0.0,42.0,0.0,1.0,16.0,16.0,0.0,-1.0,77.0,2.0,0.025316456,-1.0,10.0,38.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_1714\Issue1714Test.java,org.mapstruct.ap.test.bugs._1714.Issue1714Test,class,1,0,9,,0.0,8,0,5,0,0,1,1,0.0,-1.0,2.0,0.0,0.0,-1.0,2.0,21,1.0,0.0,9.0,,0.0,8.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,0.0,-1.0,2.0,21.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_2177\Issue2177Mapper.java,org.mapstruct.ap.test.bugs._2177.Issue2177Mapper.Target,innerclass,1,0,1,1.0,0.0,9,0,0,0,1,2,2,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,33,1.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,33.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\selection\qualifier\errors\ErroneousMessageByAnnotationAndNamedMapper.java,org.mapstruct.ap.test.selection.qualifier.errors.ErroneousMessageByAnnotationAndNamedMapper,interface,1,1,8,0.0,0.0,17,0,0,3,0,2,2,0.0,-1.0,2.0,0.0,0.0,-1.0,2.0,17,1.0,1.0,8.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,-1.0,2.0,0.0,0.0,-1.0,2.0,17.0,0.0
